pokemon,pokemonb,avg_moves,pokemon_wins,pokemonb_wins,ties
charmeleon,clefable,11.225,4,996,0
blastoise,clefable,16.561,887,91,22
clefable,mew,13.801,0,1000,0
clefable,slowbro,16.359,0,1000,0
clefable,tauros,13.132,18,982,0
clefable,graveler,9.205,0,1000,0
clefable,seel,12.312,1000,0,0
clefable,dragonite,16.974,15,921,64
clefable,kabuto,20.812,0,822,178
clefable,raichu,11.369,1000,0,0
clefable,mewtwo,9.481,0,1000,0
clefable,poliwag,5.756,1000,0,0
clefable,snorlax,8.464,0,1000,0
clefable,dugtrio,6.615,924,76,0
clefable,nidoking,16.749,73,906,21
clefable,dodrio,12.709,295,705,0
clefable,gastly,26.252,0,588,412
clefable,kingler,10.021,97,903,0
clefable,vulpix,5.671,1000,0,0
clefable,victreebel,16.406,173,797,30
clefable,slowpoke,25.047,166,434,400
alakazam,clefable,8.778,620,380,0
clefable,nidoran-f,10.242,1000,0,0
clefable,fearow,12.522,81,919,0
clefable,spearow,4.628,1000,0,0
clefable,ponyta,9.592,1000,0,0
clefable,tentacool,5.745,1000,0,0
clefable,paras,6.934,1000,0,0
clefable,doduo,6.675,999,1,0
clefable,primeape,11.383,578,422,0
arbok,clefable,15.619,8,986,6
clefable,parasect,13.866,285,715,0
clefable,hitmonlee,7.284,199,801,0
clefable,cloyster,15.925,7,993,0
clefable,squirtle,11.625,1000,0,0
clefable,magmar,11.741,757,243,0
clefable,wartortle,15.936,871,121,8
clefable,geodude,10.834,0,1000,0
clefable,seaking,16.053,130,867,3
clefable,nidoran-m,6.788,1000,0,0
clefable,rattata,4.579,1000,0,0
clefable,moltres,8.955,1,999,0
clefable,hitmonchan,13.276,744,256,0
clefable,clefairy,13.077,1000,0,0
clefable,pidgeotto,11.912,1000,0,0
clefable,jynx,9.146,971,29,0
clefable,mankey,5.641,1000,0,0
clefable,starmie,16.507,970,17,13
clefable,drowzee,10.991,1000,0,0
clefable,gloom,13.436,374,626,0
clefable,magneton,13.803,998,2,0
clefable,venonat,11.051,1000,0,0
clefable,dratini,7.745,1000,0,0
clefable,scyther,13.363,39,961,0
clefable,golduck,16.514,89,897,14
clefable,vaporeon,18.645,17,827,156
caterpie,clefable,6.626,0,1000,0
beedrill,clefable,9.331,56,944,0
clefable,marowak,13.932,214,786,0
clefable,rhyhorn,18.035,0,1000,0
clefable,gengar,20.841,0,802,198
clefable,seadra,13.419,409,591,0
clefable,flareon,12.3,955,45,0
clefable,staryu,5.917,1000,0,0
clefable,sandshrew,13.817,999,1,0
clefable,omanyte,18.927,0,922,78
clefable,horsea,7.984,997,3,0
butterfree,clefable,10.973,0,1000,0
clefable,diglett,1.489,1000,0,0
clefable,tentacruel,21.744,370,454,176
clefable,ekans,6.667,1000,0,0
clefable,exeggutor,17.625,5,994,1
clefable,rapidash,16.006,588,412,0
clefable,muk,22.796,2,629,369
clefable,jigglypuff,9.63,1000,0,0
clefable,tangela,21.541,796,105,99
bellsprout,clefable,7.155,0,1000,0
clefable,onix,35.2,0,508,492
golem,magnemite,2.42,1000,0,0
magnemite,venusaur,3.774,0,1000,0
magnemite,voltorb,7.258,94,906,0
magikarp,magnemite,3.394,0,1000,0
machoke,magnemite,4.876,1000,0,0
magnemite,pikachu,5.575,89,911,0
lickitung,magnemite,6.406,1000,0,0
gyarados,magnemite,4.432,992,8,0
magnemite,persian,4.514,0,1000,0
magnemite,oddish,3.112,0,1000,0
magnemite,pidgey,4.907,733,267,0
magnemite,pinsir,3.953,0,1000,0
magnemite,raticate,5.74,1,999,0
dewgong,magnemite,4.069,1000,0,0
magnemite,nidorina,8.539,10,990,0
magnemite,psyduck,5.117,225,775,0
bulbasaur,magnemite,5.204,999,1,0
magnemite,ninetales,5.897,0,1000,0
lapras,magnemite,2.902,1000,0,0
haunter,magnemite,5.12,992,8,0
charmeleon,magnemite,5.302,998,2,0
blastoise,magnemite,4.023,1000,0,0
magnemite,mew,3.352,0,1000,0
magnemite,slowbro,3.238,0,1000,0
magnemite,tauros,3.974,0,1000,0
graveler,magnemite,2.841,1000,0,0
magnemite,seel,7.022,35,965,0
dragonite,magnemite,4.445,1000,0,0
kabuto,magnemite,3.92,548,452,0
magnemite,raichu,4.687,0,1000,0
magnemite,mewtwo,2.242,0,1000,0
magnemite,poliwag,4.953,491,509,0
magnemite,snorlax,2.199,0,1000,0
dugtrio,magnemite,3.169,1000,0,0
magnemite,nidoking,5.014,0,1000,0
dodrio,magnemite,3.7,990,10,0
gastly,magnemite,5.766,817,183,0
kingler,magnemite,3.45,947,53,0
magnemite,vulpix,6.551,117,883,0
magnemite,victreebel,4.145,0,1000,0
magnemite,slowpoke,6.266,63,937,0
alakazam,magnemite,1.983,1000,0,0
magnemite,nidoran-f,9.219,413,587,0
fearow,magnemite,3.587,997,3,0
magnemite,spearow,3.623,538,462,0
magnemite,ponyta,5.107,0,1000,0
magnemite,tentacool,7.509,293,707,0
magnemite,paras,5.442,35,965,0
doduo,magnemite,3.284,524,476,0
magnemite,primeape,3.97,0,1000,0
arbok,magnemite,7.485,1000,0,0
magnemite,parasect,4.101,0,1000,0
hitmonlee,magnemite,2.378,1000,0,0
cloyster,magnemite,3.673,909,91,0
magnemite,squirtle,5.671,212,788,0
magmar,magnemite,3.348,1000,0,0
magnemite,wartortle,5.106,8,992,0
geodude,magnemite,3.157,999,1,0
magnemite,seaking,4.664,0,1000,0
magnemite,nidoran-m,7.921,501,499,0
magnemite,rattata,5.525,707,293,0
magnemite,moltres,3.096,0,1000,0
hitmonchan,magnemite,4.454,1000,0,0
clefairy,magnemite,9.631,999,1,0
magnemite,pidgeotto,5.692,93,907,0
jynx,magnemite,5.723,1000,0,0
magnemite,mankey,4.433,69,931,0
magnemite,starmie,5.14,5,995,0
drowzee,magnemite,6.807,1000,0,0
gloom,magnemite,3.035,1000,0,0
magnemite,magneton,5.967,12,988,0
magnemite,venonat,7.024,13,987,0
dratini,magnemite,7.275,889,111,0
magnemite,scyther,4.103,0,1000,0
golduck,magnemite,4.203,1000,0,0
magnemite,vaporeon,4.815,0,1000,0
caterpie,magnemite,6.585,7,993,0
beedrill,magnemite,4.809,1000,0,0
magnemite,marowak,4.319,0,1000,0
magnemite,rhyhorn,5.075,0,1000,0
gengar,magnemite,5.012,1000,0,0
magnemite,seadra,2.805,35,965,0
flareon,magnemite,4.564,1000,0,0
magnemite,staryu,3.79,343,657,0
magnemite,sandshrew,7.693,103,897,0
magnemite,omanyte,4.194,168,832,0
horsea,magnemite,2.738,521,479,0
butterfree,magnemite,4.789,998,2,0
diglett,magnemite,3.481,421,579,0
magnemite,tentacruel,6.343,0,1000,0
ekans,magnemite,8.497,304,696,0
exeggutor,magnemite,4.921,1000,0,0
magnemite,rapidash,4.172,0,1000,0
magnemite,muk,4.962,0,1000,0
jigglypuff,magnemite,5.222,997,3,0
magnemite,tangela,10.59,105,895,0
bellsprout,magnemite,5.668,885,115,0
magnemite,onix,11.685,6,994,0
golem,venusaur,4.128,249,751,0
golem,voltorb,2.504,1000,0,0
golem,magikarp,2.033,1000,0,0
golem,machoke,6.278,893,107,0
golem,pikachu,2.285,1000,0,0
golem,lickitung,7.394,1000,0,0
golem,gyarados,5.58,329,671,0
golem,persian,4.575,1000,0,0
golem,oddish,1.994,478,522,0
golem,pidgey,2.844,1000,0,0
golem,pinsir,6.872,1000,0,0
golem,raticate,3.866,1000,0,0
dewgong,golem,6.247,262,738,0
golem,nidorina,4.788,1000,0,0
golem,psyduck,2.653,775,225,0
bulbasaur,golem,2.425,306,694,0
golem,ninetales,4.724,1000,0,0
golem,lapras,3.903,44,956,0
golem,haunter,7.159,871,129,0
charmeleon,golem,3.045,0,1000,0
blastoise,golem,4.989,714,286,0
golem,mew,9.735,828,172,0
golem,slowbro,7.352,271,729,0
golem,tauros,7.736,1000,0,0
golem,graveler,8.546,857,143,0
golem,seel,4.377,999,1,0
dragonite,golem,10.196,3,997,0
golem,kabuto,3.638,811,189,0
golem,raichu,3.258,1000,0,0
golem,mewtwo,6.514,224,776,0
golem,poliwag,2.328,953,47,0
golem,snorlax,10.742,980,20,0
dugtrio,golem,2.597,23,977,0
golem,nidoking,6.306,1000,0,0
dodrio,golem,5.8,0,1000,0
gastly,golem,4.824,32,968,0
golem,kingler,4.349,419,581,0
golem,vulpix,1.978,1000,0,0
golem,victreebel,5.249,759,241,0
golem,slowpoke,6.389,989,11,0
alakazam,golem,2.936,91,909,0
golem,nidoran-f,3.083,1000,0,0
fearow,golem,5.691,0,1000,0
golem,spearow,2.846,1000,0,0
golem,ponyta,2.619,1000,0,0
golem,tentacool,2.358,972,28,0
golem,paras,2.815,1000,0,0
doduo,golem,2.853,0,1000,0
golem,primeape,5.025,989,11,0
arbok,golem,4.05,0,1000,0
golem,parasect,5.802,1000,0,0
golem,hitmonlee,3.175,813,187,0
cloyster,golem,6.45,409,591,0
golem,squirtle,3.281,896,104,0
golem,magmar,3.353,1000,0,0
golem,wartortle,4.258,632,368,0
geodude,golem,5.93,20,980,0
golem,seaking,5.429,860,140,0
golem,nidoran-m,2.516,1000,0,0
golem,rattata,2.043,1000,0,0
golem,moltres,7.934,983,17,0
golem,hitmonchan,5.002,999,1,0
clefairy,golem,3.962,0,1000,0
golem,pidgeotto,5.002,1000,0,0
golem,jynx,2.649,956,44,0
golem,mankey,2.518,1000,0,0
golem,starmie,4.66,606,394,0
drowzee,golem,3.21,0,1000,0
gloom,golem,2.722,720,280,0
golem,magneton,5.324,1000,0,0
golem,venonat,3.387,1000,0,0
dratini,golem,2.451,0,1000,0
golem,scyther,6.126,1000,0,0
golduck,golem,4.622,555,445,0
golem,vaporeon,5.255,348,652,0
caterpie,golem,2.432,0,1000,0
beedrill,golem,2.934,0,1000,0
golem,marowak,7.395,919,81,0
golem,rhyhorn,10.897,1000,0,0
gengar,golem,7.714,240,760,0
golem,seadra,2.745,112,888,0
flareon,golem,3.56,0,1000,0
golem,staryu,2.067,776,224,0
golem,sandshrew,5.345,1000,0,0
golem,omanyte,3.37,478,522,0
golem,horsea,2.061,638,362,0
butterfree,golem,3.567,3,997,0
diglett,golem,1.484,0,1000,0
golem,tentacruel,3.994,680,320,0
ekans,golem,2.388,0,1000,0
exeggutor,golem,9.61,0,1000,0
golem,rapidash,4.193,1000,0,0
golem,muk,7.342,1000,0,0
golem,jigglypuff,3.069,1000,0,0
golem,tangela,8.576,955,45,0
bellsprout,golem,2.587,12,988,0
golem,onix,8.152,1000,0,0
venusaur,voltorb,4.21,1000,0,0
magikarp,venusaur,2.128,0,1000,0
machoke,venusaur,9.353,0,1000,0
pikachu,venusaur,3.306,0,1000,0
lickitung,venusaur,11.74,10,990,0
gyarados,venusaur,14.29,66,934,0
persian,venusaur,7.311,10,990,0
oddish,venusaur,15.435,0,1000,0
pidgey,venusaur,5.434,0,1000,0
pinsir,venusaur,11.873,903,97,0
raticate,venusaur,6.665,3,997,0
dewgong,venusaur,7.051,157,843,0
nidorina,venusaur,13.923,0,1000,0
psyduck,venusaur,2.915,0,1000,0
bulbasaur,venusaur,13.805,0,1000,0
ninetales,venusaur,16.118,735,265,0
lapras,venusaur,9.284,301,699,0
haunter,venusaur,8.499,222,778,0
charmeleon,venusaur,10.645,369,631,0
blastoise,venusaur,7.681,7,993,0
mew,venusaur,9.185,916,84,0
slowbro,venusaur,7.069,303,697,0
tauros,venusaur,9.888,362,638,0
graveler,venusaur,3.882,78,922,0
seel,venusaur,4.36,0,1000,0
dragonite,venusaur,16.192,1000,0,0
kabuto,venusaur,2.111,0,1000,0
raichu,venusaur,6.917,0,1000,0
mewtwo,venusaur,5.486,996,4,0
poliwag,venusaur,2.571,0,1000,0
snorlax,venusaur,8.015,1000,0,0
dugtrio,venusaur,2.632,6,994,0
nidoking,venusaur,10.631,120,880,0
dodrio,venusaur,8.704,784,216,0
gastly,venusaur,4.662,28,972,0
kingler,venusaur,5.099,25,975,0
venusaur,vulpix,6.175,999,1,0
venusaur,victreebel,28.619,529,471,0
slowpoke,venusaur,5.135,2,998,0
alakazam,venusaur,4.383,741,259,0
nidoran-f,venusaur,8.931,0,1000,0
fearow,venusaur,7.768,944,56,0
spearow,venusaur,4.53,6,994,0
ponyta,venusaur,9.633,19,981,0
tentacool,venusaur,4.075,0,1000,0
paras,venusaur,7.789,817,183,0
doduo,venusaur,5.269,54,946,0
primeape,venusaur,7.621,34,966,0
arbok,venusaur,13.859,0,1000,0
parasect,venusaur,6.849,1000,0,0
hitmonlee,venusaur,6.295,21,979,0
cloyster,venusaur,5.251,63,937,0
squirtle,venusaur,3.548,0,1000,0
magmar,venusaur,7.332,985,15,0
venusaur,wartortle,4.996,1000,0,0
geodude,venusaur,2.884,18,982,0
seaking,venusaur,5.747,1,999,0
nidoran-m,venusaur,6.657,0,1000,0
rattata,venusaur,2.513,0,1000,0
moltres,venusaur,4.579,1000,0,0
hitmonchan,venusaur,7.696,162,838,0
clefairy,venusaur,7.088,0,1000,0
pidgeotto,venusaur,10.491,243,757,0
jynx,venusaur,5.784,136,864,0
mankey,venusaur,3.374,0,1000,0
starmie,venusaur,5.323,0,1000,0
drowzee,venusaur,6.469,1,999,0
gloom,venusaur,25.193,15,985,0
magneton,venusaur,7.533,0,1000,0
venonat,venusaur,10.288,932,68,0
dratini,venusaur,6.717,0,1000,0
scyther,venusaur,13.117,1000,0,0
golduck,venusaur,6.096,4,996,0
vaporeon,venusaur,8.704,1,999,0
caterpie,venusaur,4.87,0,1000,0
beedrill,venusaur,5.78,997,3,0
marowak,venusaur,5.679,13,987,0
rhyhorn,venusaur,4.228,0,1000,0
gengar,venusaur,11.4,697,303,0
seadra,venusaur,4.525,0,1000,0
flareon,venusaur,11.902,738,262,0
staryu,venusaur,2.563,0,1000,0
sandshrew,venusaur,4.207,0,1000,0
omanyte,venusaur,2.582,0,1000,0
horsea,venusaur,2.71,0,1000,0
butterfree,venusaur,10.911,999,1,0
diglett,venusaur,1.509,0,1000,0
tentacruel,venusaur,11.347,0,1000,0
ekans,venusaur,5.809,0,1000,0
exeggutor,venusaur,16.304,976,24,0
rapidash,venusaur,12.126,827,173,0
muk,venusaur,19.977,988,12,0
jigglypuff,venusaur,5.13,0,1000,0
tangela,venusaur,14.601,0,1000,0
bellsprout,venusaur,9.818,0,1000,0
onix,venusaur,3.13,0,1000,0
magikarp,voltorb,4.459,0,1000,0
machoke,voltorb,5.683,1000,0,0
pikachu,voltorb,6.993,114,886,0
lickitung,voltorb,7.639,1000,0,0
gyarados,voltorb,5.66,1000,0,0
persian,voltorb,5.366,996,4,0
oddish,voltorb,5.113,931,69,0
pidgey,voltorb,7.367,38,962,0
pinsir,voltorb,4.648,1000,0,0
raticate,voltorb,6.764,929,71,0
dewgong,voltorb,5.369,1000,0,0
nidorina,voltorb,10.183,957,43,0
psyduck,voltorb,6.725,761,239,0
bulbasaur,voltorb,6.069,790,210,0
ninetales,voltorb,7.957,1000,0,0
lapras,voltorb,4.17,1000,0,0
haunter,voltorb,7.832,1000,0,0
charmeleon,voltorb,7.003,950,50,0
blastoise,voltorb,5.177,1000,0,0
mew,voltorb,4.588,1000,0,0
slowbro,voltorb,4.84,1000,0,0
tauros,voltorb,4.453,1000,0,0
graveler,voltorb,2.682,1000,0,0
seel,voltorb,9.418,922,78,0
dragonite,voltorb,6.051,1000,0,0
kabuto,voltorb,6.815,995,5,0
raichu,voltorb,12.151,575,425,0
mewtwo,voltorb,2.712,1000,0,0
poliwag,voltorb,6.595,364,636,0
snorlax,voltorb,2.932,1000,0,0
dugtrio,voltorb,2.773,940,60,0
nidoking,voltorb,5.669,1000,0,0
dodrio,voltorb,5.976,995,5,0
gastly,voltorb,9.186,1000,0,0
kingler,voltorb,4.01,1000,0,0
voltorb,vulpix,6.899,701,299,0
victreebel,voltorb,5.684,997,3,0
slowpoke,voltorb,9.229,1000,0,0
alakazam,voltorb,3.024,999,1,0
nidoran-f,voltorb,10.456,416,584,0
fearow,voltorb,6.443,992,8,0
spearow,voltorb,5.419,292,708,0
ponyta,voltorb,6.51,891,109,0
tentacool,voltorb,6.958,237,763,0
paras,voltorb,5.752,711,289,0
doduo,voltorb,5.784,409,591,0
primeape,voltorb,4.465,998,2,0
arbok,voltorb,9.587,935,65,0
parasect,voltorb,4.828,1000,0,0
hitmonlee,voltorb,2.594,999,1,0
cloyster,voltorb,5.143,1000,0,0
squirtle,voltorb,7.848,755,245,0
magmar,voltorb,4.613,998,2,0
voltorb,wartortle,6.801,2,998,0
geodude,voltorb,3.281,1000,0,0
seaking,voltorb,5.973,998,2,0
nidoran-m,voltorb,7.6,345,655,0
rattata,voltorb,5.269,183,817,0
moltres,voltorb,4.608,1000,0,0
hitmonchan,voltorb,6.211,987,13,0
clefairy,voltorb,12.026,618,382,0
pidgeotto,voltorb,11.799,624,376,0
jynx,voltorb,6.207,825,175,0
mankey,voltorb,4.848,682,318,0
starmie,voltorb,7.135,1000,0,0
drowzee,voltorb,8.756,763,237,0
gloom,voltorb,4.406,998,2,0
magneton,voltorb,10.588,882,118,0
venonat,voltorb,8.601,770,230,0
dratini,voltorb,7.361,403,597,0
scyther,voltorb,4.523,1000,0,0
golduck,voltorb,5.259,1000,0,0
vaporeon,voltorb,6.143,1000,0,0
caterpie,voltorb,6.986,0,1000,0
beedrill,voltorb,5.033,953,47,0
marowak,voltorb,3.315,1000,0,0
rhyhorn,voltorb,5.782,1000,0,0
gengar,voltorb,7.386,1000,0,0
seadra,voltorb,4.312,1000,0,0
flareon,voltorb,5.909,996,4,0
staryu,voltorb,5.541,549,451,0
sandshrew,voltorb,8.758,772,228,0
omanyte,voltorb,6.405,1000,0,0
horsea,voltorb,5.041,664,336,0
butterfree,voltorb,6.99,938,62,0
diglett,voltorb,2.292,331,669,0
tentacruel,voltorb,8.966,971,29,0
ekans,voltorb,7.536,76,924,0
exeggutor,voltorb,5.724,1000,0,0
rapidash,voltorb,5.548,999,1,0
muk,voltorb,6.586,1000,0,0
jigglypuff,voltorb,6.372,852,148,0
tangela,voltorb,13.867,893,107,0
bellsprout,voltorb,5.969,590,410,0
onix,voltorb,14.396,996,4,0
machoke,magikarp,3.197,1000,0,0
magikarp,pikachu,2.684,0,1000,0
lickitung,magikarp,4.748,1000,0,0
gyarados,magikarp,2.861,1000,0,0
magikarp,persian,2.903,0,1000,0
magikarp,oddish,1.486,0,1000,0
magikarp,pidgey,4.497,0,1000,0
magikarp,pinsir,2.649,0,1000,0
magikarp,raticate,3.856,0,1000,0
dewgong,magikarp,2.711,1000,0,0
magikarp,nidorina,5.381,0,1000,0
magikarp,psyduck,3.182,0,1000,0
bulbasaur,magikarp,2.781,1000,0,0
magikarp,ninetales,3.874,0,1000,0
lapras,magikarp,2.369,1000,0,0
haunter,magikarp,4.706,1000,0,0
charmeleon,magikarp,3.944,1000,0,0
blastoise,magikarp,2.901,1000,0,0
magikarp,mew,2.825,0,1000,0
magikarp,slowbro,2.471,0,1000,0
magikarp,tauros,2.517,0,1000,0
graveler,magikarp,2.262,1000,0,0
magikarp,seel,4.84,0,1000,0
dragonite,magikarp,3.463,1000,0,0
kabuto,magikarp,2.837,1000,0,0
magikarp,raichu,1.498,0,1000,0
magikarp,mewtwo,1.51,0,1000,0
magikarp,poliwag,4.394,0,1000,0
magikarp,snorlax,1.508,0,1000,0
dugtrio,magikarp,2.075,1000,0,0
magikarp,nidoking,3.344,0,1000,0
dodrio,magikarp,2.499,1000,0,0
gastly,magikarp,4.951,1000,0,0
kingler,magikarp,2.932,1000,0,0
magikarp,vulpix,4.624,0,1000,0
magikarp,victreebel,2.499,0,1000,0
magikarp,slowpoke,3.202,0,1000,0
alakazam,magikarp,1.494,1000,0,0
magikarp,nidoran-f,7.136,0,1000,0
fearow,magikarp,2.456,1000,0,0
magikarp,spearow,3.824,0,1000,0
magikarp,ponyta,3.428,0,1000,0
magikarp,tentacool,5.324,0,1000,0
magikarp,paras,3.757,0,1000,0
doduo,magikarp,2.743,1000,0,0
magikarp,primeape,2.613,0,1000,0
arbok,magikarp,4.05,1000,0,0
magikarp,parasect,2.701,0,1000,0
hitmonlee,magikarp,1.511,1000,0,0
cloyster,magikarp,2.929,1000,0,0
magikarp,squirtle,4.216,0,1000,0
magikarp,magmar,2.773,0,1000,0
magikarp,wartortle,3.568,0,1000,0
geodude,magikarp,2.384,1000,0,0
magikarp,seaking,3.658,0,1000,0
magikarp,nidoran-m,6.431,0,1000,0
magikarp,rattata,5.237,0,1000,0
magikarp,moltres,2.443,0,1000,0
hitmonchan,magikarp,3.782,1000,0,0
clefairy,magikarp,7.43,1000,0,0
magikarp,pidgeotto,3.358,0,1000,0
jynx,magikarp,4.708,1000,0,0
magikarp,mankey,3.128,0,1000,0
magikarp,starmie,3.744,0,1000,0
drowzee,magikarp,3.306,1000,0,0
gloom,magikarp,1.501,1000,0,0
magikarp,magneton,3.288,0,1000,0
magikarp,venonat,3.33,0,1000,0
dratini,magikarp,4.798,1000,0,0
magikarp,scyther,2.676,0,1000,0
golduck,magikarp,2.551,1000,0,0
magikarp,vaporeon,3.65,0,1000,0
caterpie,magikarp,12.575,1000,0,0
beedrill,magikarp,3.439,1000,0,0
magikarp,marowak,2.832,0,1000,0
magikarp,rhyhorn,3.583,0,1000,0
gengar,magikarp,4.475,1000,0,0
magikarp,seadra,2.67,0,1000,0
flareon,magikarp,3.347,1000,0,0
magikarp,staryu,2.849,0,1000,0
magikarp,sandshrew,5.068,0,1000,0
magikarp,omanyte,3.558,0,1000,0
horsea,magikarp,2.756,1000,0,0
butterfree,magikarp,1.481,1000,0,0
diglett,magikarp,3.554,997,3,0
magikarp,tentacruel,4.179,0,1000,0
ekans,magikarp,6.363,1000,0,0
exeggutor,magikarp,3.161,1000,0,0
magikarp,rapidash,2.996,0,1000,0
magikarp,muk,2.768,0,1000,0
jigglypuff,magikarp,4.042,1000,0,0
magikarp,tangela,5.262,0,1000,0
bellsprout,magikarp,2.544,1000,0,0
magikarp,onix,8.548,0,1000,0
machoke,pikachu,4.081,998,2,0
lickitung,machoke,8.845,15,985,0
gyarados,machoke,12.107,999,1,0
machoke,persian,6.014,966,34,0
machoke,oddish,8.495,366,634,0
machoke,pidgey,4.97,993,7,0
machoke,pinsir,10.72,4,996,0
machoke,raticate,4.902,995,5,0
dewgong,machoke,8.413,197,803,0
machoke,nidorina,18.902,910,90,0
machoke,psyduck,6.41,943,57,0
bulbasaur,machoke,10.072,193,807,0
machoke,ninetales,12.439,928,72,0
lapras,machoke,8.476,805,195,0
haunter,machoke,10.321,986,14,0
charmeleon,machoke,8.216,62,938,0
blastoise,machoke,11.448,791,209,0
machoke,mew,6.849,0,1000,0
machoke,slowbro,6.357,0,1000,0
machoke,tauros,7.734,740,260,0
graveler,machoke,6.136,386,614,0
machoke,seel,9.19,998,2,0
dragonite,machoke,12.129,998,2,0
kabuto,machoke,3.602,2,998,0
machoke,raichu,8.412,871,129,0
machoke,mewtwo,3.786,0,1000,0
machoke,poliwag,5.062,1000,0,0
machoke,snorlax,6.346,18,982,0
dugtrio,machoke,5.012,133,867,0
machoke,nidoking,14.171,20,980,0
dodrio,machoke,7.084,684,316,0
gastly,machoke,10.348,834,166,0
kingler,machoke,7.93,816,184,0
machoke,vulpix,4.637,998,2,0
machoke,victreebel,12.195,24,976,0
machoke,slowpoke,12.637,5,995,0
alakazam,machoke,3.243,1000,0,0
machoke,nidoran-f,13.223,999,1,0
fearow,machoke,6.351,854,146,0
machoke,spearow,3.549,954,46,0
machoke,ponyta,7.265,990,10,0
machoke,tentacool,7.613,996,4,0
machoke,paras,8.919,998,2,0
doduo,machoke,4.573,95,905,0
machoke,primeape,8.509,636,364,0
arbok,machoke,16.612,109,891,0
machoke,parasect,14.851,249,751,0
hitmonlee,machoke,5.226,586,414,0
cloyster,machoke,8.256,141,859,0
machoke,squirtle,7.126,987,13,0
machoke,magmar,8.03,514,486,0
machoke,wartortle,9.947,825,175,0
geodude,machoke,4.907,98,902,0
machoke,seaking,10.551,465,535,0
machoke,nidoran-m,9.342,1000,0,0
machoke,rattata,3.37,1000,0,0
machoke,moltres,4.628,0,1000,0
hitmonchan,machoke,8.666,125,875,0
clefairy,machoke,8.961,0,1000,0
machoke,pidgeotto,8.151,703,297,0
jynx,machoke,6.829,116,884,0
machoke,mankey,4.16,977,23,0
machoke,starmie,15.197,213,787,0
drowzee,machoke,11.068,448,552,0
gloom,machoke,8.882,964,36,0
machoke,magneton,9.801,950,50,0
machoke,venonat,16.255,155,845,0
dratini,machoke,5.53,0,1000,0
machoke,scyther,11.212,0,1000,0
golduck,machoke,9.204,865,135,0
machoke,vaporeon,12.135,235,765,0
caterpie,machoke,8.444,0,1000,0
beedrill,machoke,19.175,365,635,0
machoke,marowak,10.872,367,633,0
machoke,rhyhorn,9.097,944,56,0
gengar,machoke,9.31,998,2,0
machoke,seadra,8.252,279,721,0
flareon,machoke,9.167,186,814,0
machoke,staryu,4.874,986,14,0
machoke,sandshrew,9.49,997,3,0
machoke,omanyte,4.483,981,19,0
horsea,machoke,5.272,29,971,0
butterfree,machoke,7.169,1000,0,0
diglett,machoke,2.146,0,1000,0
machoke,tentacruel,16.443,363,637,0
ekans,machoke,7.738,0,1000,0
exeggutor,machoke,14.656,1000,0,0
machoke,rapidash,10.189,746,254,0
machoke,muk,14.856,0,1000,0
jigglypuff,machoke,3.952,8,992,0
machoke,tangela,14.432,999,1,0
bellsprout,machoke,9.126,25,975,0
machoke,onix,5.658,1000,0,0
lickitung,pikachu,5.463,1000,0,0
gyarados,pikachu,4.304,921,79,0
persian,pikachu,3.925,1000,0,0
oddish,pikachu,4.128,1000,0,0
pidgey,pikachu,4.423,13,987,0
pikachu,pinsir,3.484,0,1000,0
pikachu,raticate,5.377,19,981,0
dewgong,pikachu,4.18,1000,0,0
nidorina,pikachu,7.347,962,38,0
pikachu,psyduck,4.7,473,527,0
bulbasaur,pikachu,5.054,1000,0,0
ninetales,pikachu,6.455,1000,0,0
lapras,pikachu,3.534,1000,0,0
haunter,pikachu,6.11,864,136,0
charmeleon,pikachu,5.764,984,16,0
blastoise,pikachu,4.144,1000,0,0
mew,pikachu,3.487,1000,0,0
pikachu,slowbro,4.252,1,999,0
pikachu,tauros,3.202,0,1000,0
graveler,pikachu,2.52,1000,0,0
pikachu,seel,6.755,233,767,0
dragonite,pikachu,4.358,1000,0,0
kabuto,pikachu,3.585,396,604,0
pikachu,raichu,10.466,0,1000,0
mewtwo,pikachu,2.592,1000,0,0
pikachu,poliwag,3.966,774,226,0
pikachu,snorlax,2.041,0,1000,0
dugtrio,pikachu,2.466,1000,0,0
nidoking,pikachu,4.273,1000,0,0
dodrio,pikachu,4.29,841,159,0
gastly,pikachu,5.501,493,507,0
kingler,pikachu,3.112,841,159,0
pikachu,vulpix,6.877,399,601,0
pikachu,victreebel,4.11,0,1000,0
pikachu,slowpoke,6.42,381,619,0
alakazam,pikachu,2.527,1000,0,0
nidoran-f,pikachu,7.622,411,589,0
fearow,pikachu,4.504,858,142,0
pikachu,spearow,3.727,811,189,0
pikachu,ponyta,5.091,16,984,0
pikachu,tentacool,6.672,708,292,0
paras,pikachu,4.716,994,6,0
doduo,pikachu,3.574,270,730,0
pikachu,primeape,3.354,0,1000,0
arbok,pikachu,7.034,991,9,0
parasect,pikachu,3.803,1000,0,0
hitmonlee,pikachu,2.174,1000,0,0
cloyster,pikachu,3.591,759,241,0
pikachu,squirtle,5.175,489,511,0
magmar,pikachu,3.902,1000,0,0
pikachu,wartortle,4.991,110,890,0
geodude,pikachu,2.487,1000,0,0
pikachu,seaking,4.468,18,982,0
nidoran-m,pikachu,6.289,444,556,0
pikachu,rattata,4.334,773,227,0
moltres,pikachu,3.82,1000,0,0
hitmonchan,pikachu,4.503,999,1,0
